1,2,3,4,5,6
七台河,QTLF0QZ131083GJGX-20,QTLF0QZ131083GJGX-20-1B1,131083,ENABLED,17897
七台河,QTLF0BL131101GJGX-20,QTLF0BL131101GJGX-20-2BT,131101,ENABLED,1015
七台河,QTLF0BL131155GJGX-20,QTLF0BL131155GJGX-20-1A1,131155,ENABLED,17898
七台河,QTLF0QZ131143GJGX-20,QTLF0QZ131143GJGX-20-1CT,131143,DISABLED,1008
七台河,QTLF0BL131123GJGX-20,QTLF0BL131123GJGX-20-2B1,131123,ENABLED,17898
七台河,QTLF0QZ131098GJGX-20,QTLF0QZ131098GJGX-20-1BT,131098,ENABLED,1008
七台河,QTLF0QZ131161GJGX-20,QTLF0QZ131161GJGX-20-1C1,131161,ENABLED,17897
七台河,QTLF0BL131087GJGX-20,QTLF0BL131087GJGX-20-1CT,131087,DISABLED,1015
七台河,QTLF0BL131138GJGX-20,QTLF0BL131138GJGX-20-1CT,131138,ENABLED,1015
七台河,QTLF0BL131135GJGX-20,QTLF0BL131135GJGX-20-1B1,131135,DISABLED,17898
七台河,QTLF0QZ131161GJGX-20,QTLF0QZ131161GJGX-20-1CT,131161,ENABLED,1008
七台河,QTLF0BL131087GJGX-20,QTLF0BL131087GJGX-20-1C1,131087,ENABLED,17898
七台河,QTLF0BL131131GJGX-20,QTLF0BL131131GJGX-20-2C1,131131,ENABLED,17898
七台河,QTLF0BL131138GJGX-20,QTLF0BL131138GJGX-20-1C1,131138,ENABLED,17898
七台河,QTLF0QZ131143GJGX-20,QTLF0QZ131143GJGX-20-1C1,131143,ENABLED,17898
七台河,QTLF0BL131123GJGX-20,QTLF0BL131123GJGX-20-2BT,131123,ENABLED,1015
七台河,QTLF0QZ131098GJGX-20,QTLF0QZ131098GJGX-20-1B1,131098,ENABLED,17898
七台河,QTLF0BL131142GJGX-20,QTLF0BL131142GJGX-20-1A1,131142,ENABLED,17898
七台河,QTLF0BL131102GJGX-20,QTLF0BL131102GJGX-20-1C1,131102,ENABLED,17898
七台河,QTLF0BL131117GJGX-20,QTLF0BL131117GJGX-20-2B1,131117,ENABLED,17898
七台河,QTLF0BL131103GJGX-20,QTLF0BL131103GJGX-20-2CT,131103,ENABLED,1015
七台河,QTLF0BL131155GJGX-20,QTLF0BL131155GJGX-20-1AT,131155,DISABLED,1015
七台河,QTLF0XX131173GJGX-20,QTLF0XX131173GJGX-20-1C1,131173,ENABLED,17897
七台河,QTLF0BL131102GJGX-20,QTLF0BL131102GJGX-20-1CT,131102,ENABLED,1015
七台河,QTLF0BL131117GJGX-20,QTLF0BL131117GJGX-20-2BT,131117,ENABLED,1015
七台河,QTLF0BL131142GJGX-20,QTLF0BL131142GJGX-20-1AT,131142,ENABLED,1015
七台河,QTLF0BL131103GJGX-20,QTLF0BL131103GJGX-20-2C1,131103,ENABLED,17898
七台河,QTLF0QZ131162GJGX-20,QTLF0QZ131162GJGX-20-2BT,131162,ENABLED,1008
七台河,QTLF0QZ131153GJGX-20,QTLF0QZ131153GJGX-20-1B1,131153,ENABLED,17898
七台河,QTLF0BL131101GJGX-20,QTLF0BL131101GJGX-20-1CT,131101,ENABLED,1015
七台河,QTLF0XX131174GJGX-20,QTLF0XX131174GJGX-20-1BT,131174,DISABLED,1013
七台河,QTLF0BL131110GJGX-20,QTLF0BL131110GJGX-20-1C1,131110,ENABLED,17898
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-1AT,131094,DISABLED,1015
七台河,QTLF0BL131111GJGX-20,QTLF0BL131111GJGX-20-1CT,131111,ENABLED,1015
七台河,QTLF0BL131109GJGX-20,QTLF0BL131109-2A1,gNBId,ENABLED,17898
七台河,QTLF0BL131123GJGX-20,QTLF0BL131123GJGX-20-1B1,131123,DISABLED,17898
七台河,QTLF0BL131107GJGX-20,QTLF0BL131107GJGX-20-2B1,131107,ENABLED,17898
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-1A1,131094,ENABLED,17898
七台河,QTLF0BL131111GJGX-20,QTLF0BL131111GJGX-20-1C1,131111,ENABLED,17898
七台河,QTLF0BL131107GJGX-20,QTLF0BL131107GJGX-20-2BT,131107,ENABLED,1015
七台河,QTLF0BL131135GJGX-20,QTLF0BL131135GJGX-20-1CT,131135,ENABLED,1015
七台河,QTLF0QZ131156GJGX-20,QTLF0QZ131156GJGX-20-1CM,131156,ENABLED,60662
七台河,QTLF0QZ131153GJGX-20,QTLF0QZ131153GJGX-20-1BT,131153,ENABLED,1008
七台河,QTLF0QZ131162GJGX-20,QTLF0QZ131162GJGX-20-2B1,131162,ENABLED,17897
七台河,QTLF0BL131101GJGX-20,QTLF0BL131101GJGX-20-1C1,131101,ENABLED,17898
七台河,QTLF0BL131110GJGX-20,QTLF0BL131110GJGX-20-1CT,131110,ENABLED,1015
七台河,QTLF0QZ131145GJGX-20,QTLF0QZ131145GJGX-20-1CT,131145,ENABLED,1008
七台河,QTLF0BL131084GJGX-20,QTLF0BL131084GJGX-20-1A1,131084,ENABLED,17898
七台河,QTLF0BL131101GJGX-20,QTLF0BL131101GJGX-20-2CT,131101,ENABLED,1015
七台河,QTLF0BL131101GJGX-20,QTLF0BL131101GJGX-20-2C1,131101,ENABLED,17898
七台河,QTLF0QZ131145GJGX-20,QTLF0QZ131145GJGX-20-1C1,131145,ENABLED,17898
七台河,QTLF0BL131084GJGX-20,QTLF0BL131084GJGX-20-2AT,131084,ENABLED,1015
七台河,QTLF0QZ131083GJGX-20,QTLF0QZ131083GJGX-20-1A1,131083,ENABLED,17897
七台河,QTLF0BL131082GJGX-20,QTLF0BL131082GJGX-20-1C1,131082,ENABLED,17898
七台河,QTLF0BL131123GJGX-20,QTLF0BL131123GJGX-20-2CT,131123,ENABLED,1015
七台河,QTLF0BL131123GJGX-20,QTLF0BL131123GJGX-20-2C1,131123,ENABLED,17898
七台河,QTLF0BL131082GJGX-20,QTLF0BL131082GJGX-20-1CT,131082,ENABLED,1015
七台河,QTLF0BL131084GJGX-20,QTLF0BL131084GJGX-20-2A1,131084,ENABLED,17898
七台河,QTLF0QZ131083GJGX-20,QTLF0QZ131083GJGX-20-1AT,131083,ENABLED,1008
七台河,QTLF0BL131138GJGX-20,QTLF0BL131138GJGX-20-1B1,131138,DISABLED,17898
七台河,QTLF0BL131117GJGX-20,QTLF0BL131117GJGX-20-2AT,131117,ENABLED,1015
七台河,QTLF0BL131142GJGX-20,QTLF0BL131142GJGX-20-1BT,131142,ENABLED,1015
七台河,QTLF0BL131147GJGX-20,QTLF0BL131147GJGX-20-1A1,131147,ENABLED,17898
七台河,QTLF0QZ131098GJGX-20,QTLF0QZ131098GJGX-20-1A1,131098,ENABLED,17898
七台河,QTLF0BL131117GJGX-20,QTLF0BL131117GJGX-20-2A1,131117,ENABLED,17898
七台河,QTLF0BL131147GJGX-20,QTLF0BL131147GJGX-20-1AT,131147,ENABLED,1016
七台河,QTLF0BL131142GJGX-20,QTLF0BL131142GJGX-20-1B1,131142,ENABLED,17898
七台河,QTLF0QZ131098GJGX-20,QTLF0QZ131098GJGX-20-1AT,131098,ENABLED,1008
七台河,QTLF0QZ968009,QTLF0QZ968009-1A1,968009,ENABLED,17898
七台河,QTLF0BL131138GJGX-20,QTLF0BL131138GJGX-20-1BT,131138,DISABLED,1015
七台河,QTLF0BL131107GJGX-20,QTLF0BL131107GJGX-20-2CT,131107,ENABLED,1015
七台河,QTLF0BL131123GJGX-20,QTLF0BL131123GJGX-20-1AT,131123,ENABLED,1015
七台河,QTLF0QZ131152GJGX-20,QTLF0QZ131152GJGX-20-1A1,131152,ENABLED,17898
七台河,QTLF0BL131133GJGX-20,QTLF0BL131133GJGX-20-2CT,131133,ENABLED,1015
七台河,QTLF0BL131117GJGX-20,QTLF0BL131117GJGX-20-1AT,131117,ENABLED,1015
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-2CT,131092,ENABLED,1015
七台河,QTLF0BL131110GJGX-20,QTLF0BL131110GJGX-20-1BT,131110,ENABLED,1015
七台河,QTLF0BL131133GJGX-20,QTLF0BL131133GJGX-20-2C1,131133,ENABLED,17898
七台河,QTLF0BL131117GJGX-20,QTLF0BL131117GJGX-20-1A1,131117,ENABLED,17898
七台河,QTLF0BL131110GJGX-20,QTLF0BL131110GJGX-20-1B1,131110,ENABLED,17898
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-2C1,131092,ENABLED,17898
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-1B1,131092,ENABLED,17898
七台河,QTLF0BL131107GJGX-20,QTLF0BL131107GJGX-20-2C1,131107,ENABLED,17898
七台河,QTLF0BL131123GJGX-20,QTLF0BL131123GJGX-20-1A1,131123,ENABLED,17898
七台河,QTLF0QZ131152GJGX-20,QTLF0QZ131152GJGX-20-1AT,131152,ENABLED,1008
七台河,QTLF0BL131097GJGX-20,QTLF0BL131097GJGX-20-1C1,131097,ENABLED,17898
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-1B1,131094,ENABLED,17898
七台河,QTLF0BL131101GJGX-20,QTLF0BL131101GJGX-20-1B1,131101,ENABLED,17898
七台河,QTLF0QZ131162GJGX-20,QTLF0QZ131162GJGX-20-2C1,131162,ENABLED,17897
七台河,QTLF0QZ131141GJGX-20,QTLF0QZ131141GJGX-20-1AT,131141,ENABLED,1008
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-1BT,131092,ENABLED,1015
七台河,QTLF0BL131101GJGX-20,QTLF0BL131101GJGX-20-1BT,131101,ENABLED,1015
七台河,QTLF0QZ131162GJGX-20,QTLF0QZ131162GJGX-20-2CT,131162,ENABLED,1008
七台河,QTLF0QZ131141GJGX-20,QTLF0QZ131141GJGX-20-1A1,131141,ENABLED,17898
七台河,QTLF0BL131097GJGX-20,QTLF0BL131097GJGX-20-1CT,131097,ENABLED,1015
七台河,QTLF0XX131175GJGX-20,QTLF0XX131175GJGX-20-1AT,131175,DISABLED,1013
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-1BT,131094,DISABLED,1015
七台河,QTLF0BL131082GJGX-20,QTLF0BL131082GJGX-20-1BT,131082,ENABLED,1015
七台河,QTLF0BL131097GJGX-20,QTLF0BL131097GJGX-20-2C1,131097,ENABLED,17898
七台河,QTLF0BL131082GJGX-20,QTLF0BL131082GJGX-20-1B1,131082,ENABLED,17898
七台河,QTLF0BL131097GJGX-20,QTLF0BL131097GJGX-20-2CT,131097,ENABLED,1015
七台河,QTLF0BL131110GJGX-20,QTLF0BL131110GJGX-20-2BT,131110,ENABLED,1015
七台河,QTLF0BL131108GJGX-20,QTLF0BL131108GJGX-20-1BT,131108,ENABLED,1015
七台河,QTLF0QZ131143GJGX-20,QTLF0QZ131143GJGX-20-1AT,131143,ENABLED,1008
七台河,QTLF0XX131175GJGX-20,QTLF0XX131175GJGX-20-1A1,131175,ENABLED,17897
七台河,QTLF0QZ131161GJGX-20,QTLF0QZ131161GJGX-20-1A1,131161,ENABLED,17897
七台河,QTLF0BL131138GJGX-20,QTLF0BL131138GJGX-20-1AT,131138,ENABLED,1015
七台河,QTLF0QZ131161GJGX-20,QTLF0QZ131161GJGX-20-1AT,131161,ENABLED,1008
七台河,QTLF0BL131138GJGX-20,QTLF0BL131138GJGX-20-1A1,131138,ENABLED,17898
七台河,QTLF0BL131108GJGX-20,QTLF0BL131108GJGX-20-1B1,131108,ENABLED,17898
七台河,QTLF0QZ131143GJGX-20,QTLF0QZ131143GJGX-20-1A1,131143,ENABLED,17898
七台河,QTLF0BL131142GJGX-20,QTLF0BL131142GJGX-20-1C1,131142,ENABLED,17898
七台河,QTLF0BL131097GJGX-20,QTLF0BL131097GJGX-20-1A1,131097,ENABLED,17898
七台河,QTLF0QZ131091GJGX-20,QTLF0QZ131091GJGX-20-1BT,131091,ENABLED,1008
七台河,QTLF0QZ131091GJGX-20,QTLF0QZ131091GJGX-20-1B1,131091,ENABLED,17898
七台河,QTLF0QZ968009,QTLF0QZ968009-1B1,968009,ENABLED,17898
七台河,QTLF0BL131142GJGX-20,QTLF0BL131142GJGX-20-1CT,131142,ENABLED,1015
七台河,QTLF0BL131133GJGX-20,QTLF0BL131133GJGX-20-2B1,131133,ENABLED,17898
七台河,QTLF0XX131173GJGX-20,QTLF0XX131173GJGX-20-1A1,131173,ENABLED,17897
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-2B1,131092,ENABLED,17898
七台河,QTLF0BL131097GJGX-20,QTLF0BL131097GJGX-20-1BT,131097,ENABLED,1015
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-1C1,131092,ENABLED,17898
七台河,QTLF0BL131101GJGX-20,QTLF0BL131101GJGX-20-1AT,131101,ENABLED,1015
七台河,QTLF0BL131158GJGX-20,QTLF0BL131158GJGX-20-2AT,131158,DISABLED,17898
七台河,QTLF0BL131135GJGX-20,QTLF0BL131135GJGX-20-1A1,131135,DISABLED,17898
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-1CT,131094,DISABLED,1015
七台河,QTLF0BL131109GJGX-20,QTLF0BL131109-2C1,gNBId,ENABLED,17898
七台河,QTLF0BL131097GJGX-20,QTLF0BL131097GJGX-20-1B1,131097,ENABLED,17898
七台河,QTLF0BL131158GJGX-20,QTLF0BL131158GJGX-20-2A1,131158,ENABLED,17898
七台河,QTLF0BL131101GJGX-20,QTLF0BL131101GJGX-20-1A1,131101,ENABLED,17898
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-1CT,131092,ENABLED,1015
七台河,QTLF0BL131135GJGX-20,QTLF0BL131135GJGX-20-1AT,131135,DISABLED,1015
七台河,QTLF0BL131094GJGX-20,QTLF0BL131094GJGX-20-1C1,131094,ENABLED,17898
七台河,QTLF0BL131133GJGX-20,QTLF0BL131133GJGX-20-2BT,131133,ENABLED,1015
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-2BT,131092,ENABLED,1015
七台河,QTLF0BL131136GJGX-20,QTLF0BL131136GJGX-20-1A1,131136,ENABLED,17898
七台河,QTLF0QZ131141GJGX-20,QTLF0QZ131141GJGX-20-1B1,131141,ENABLED,17898
七台河,QTLF0BL131131GJGX-20,QTLF0BL131131GJGX-20-1B1,131131,ENABLED,17898
七台河,QTLF0XX131173GJGX-20,QTLF0XX131173GJGX-20-1AT,131173,DISABLED,1013
七台河,QTLF0BL131101GJGX-20,QTLF0BL131101GJGX-20-2AT,131101,ENABLED,1015
七台河,QTLF0BL131101GJGX-20,QTLF0BL131101GJGX-20-2A1,131101,ENABLED,17898
七台河,QTLF0QZ131143GJGX-20,QTLF0QZ131143GJGX-20-1B1,131143,DISABLED,17898
七台河,QTLF0BL131136GJGX-20,QTLF0BL131136GJGX-20-1AT,131136,ENABLED,1015
七台河,QTLF0QZ131141GJGX-20,QTLF0QZ131141GJGX-20-1BT,131141,ENABLED,1008
七台河,QTLF0BL131131GJGX-20,QTLF0BL131131GJGX-20-1BT,131131,ENABLED,1015
七台河,QTLF0QZ131163GJGX-20,QTLF0QZ131163GJGX-20-1AT,131163,DISABLED,1008
七台河,QTLF0BL131123GJGX-20,QTLF0BL131123GJGX-20-2AT,131123,ENABLED,1015
七台河,QTLF0BL131123GJGX-20,QTLF0BL131123GJGX-20-2A1,131123,ENABLED,17898
七台河,QTLF0QZ131163GJGX-20,QTLF0QZ131163GJGX-20-1A1,131163,ENABLED,17897
七台河,QTLF0QZ131143GJGX-20,QTLF0QZ131143GJGX-20-1BT,131143,DISABLED,1008
七台河,QTLF0BL131147GJGX-20,QTLF0BL131147GJGX-20-1C1,131147,ENABLED,17898
七台河,QTLF0BL131147GJGX-20,QTLF0BL131147GJGX-20-1CT,131147,ENABLED,1016
七台河,QTLF0BL131110GJGX-20,QTLF0BL131110GJGX-20-2AT,131110,ENABLED,1015
七台河,QTLF0BL131149GJGX-20,QTLF0BL131149-2A1,gNBId,ENABLED,17898
七台河,QTLF0QZ131091GJGX-20,QTLF0QZ131091GJGX-20-1C1,131091,ENABLED,17898
七台河,QTLF0QZ968009,QTLF0QZ968009-1C1,968009,ENABLED,17898
七台河,QTLF0BL131131GJGX-20,QTLF0BL131131GJGX-20-2CT,131131,ENABLED,1015
七台河,QTLF0XX131173GJGX-20,QTLF0XX131173GJGX-20-1CT,131173,DISABLED,1013
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-2AT,131092,ENABLED,1015
七台河,QTLF0BL131109GJGX-20,QTLF0BL131109-2B1,gNBId,ENABLED,17898
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-2A1,131092,ENABLED,17898
七台河,QTLF0QZ131091GJGX-20,QTLF0QZ131091GJGX-20-1CT,131091,ENABLED,1008
七台河,QTLF0BL131158GJGX-20,QTLF0BL131158GJGX-20-2B1,131158,ENABLED,17898
七台河,QTLF0BL131127GJGX-20,QTLF0BL131127GJGX-20-1A1,131127,ENABLED,17898
七台河,QTLF0QZ131141GJGX-20,QTLF0QZ131141GJGX-20-1CT,131141,ENABLED,1008
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-1C1,131176,ENABLED,17897
七台河,QTLF0QZ131141GJGX-20,QTLF0QZ131141GJGX-20-1C1,131141,ENABLED,17898
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-1CT,131176,ENABLED,1013
七台河,QTLF0BL131158GJGX-20,QTLF0BL131158GJGX-20-2BT,131158,DISABLED,17898
七台河,QTLF0BL131097GJGX-20,QTLF0BL131097GJGX-20-1AT,131097,ENABLED,1015
七台河,QTLF0BL131150GJGX-20,QTLF0BL131150GJGX-20-1AT,131150,ENABLED,1016
七台河,QTLF0BL131097GJGX-20,QTLF0BL131097GJGX-20-2AT,131097,ENABLED,1015
七台河,QTLF0BL131081GJGX-20,QTLF0BL131081GJGX-20-2B1,131081,ENABLED,17898
七台河,QTLF0BL131100GJGX-20,QTLF0BL131100GJGX-20-1B1,131100,ENABLED,17898
七台河,QTLF0BL131100GJGX-20,QTLF0BL131100GJGX-20-1BT,131100,ENABLED,1015
七台河,QTLF0BL131097GJGX-20,QTLF0BL131097GJGX-20-2A1,131097,ENABLED,17898
七台河,QTLF0BL131150GJGX-20,QTLF0BL131150GJGX-20-1A1,131150,ENABLED,17898
七台河,QTLF0BL131147GJGX-20,QTLF0BL131147GJGX-20-1BT,131147,ENABLED,1016
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-2BT,131176,ENABLED,1013
七台河,QTLF0BL131123GJGX-20,QTLF0BL131123GJGX-20-1CT,131123,ENABLED,1015
七台河,QTLF0QZ131163GJGX-20,QTLF0QZ131163GJGX-20-1B1,131163,ENABLED,17897
七台河,QTLF0XX131169GJGX-20,QTLF0XX131169GJGX-20-1CT,131169,DISABLED,1013
七台河,QTLF0QZ131163GJGX-20,QTLF0QZ131163GJGX-20-1BT,131163,DISABLED,1008
七台河,QTLF0XX131169GJGX-20,QTLF0XX131169GJGX-20-1C1,131169,ENABLED,17897
七台河,QTLF0BL131147GJGX-20,QTLF0BL131147GJGX-20-1B1,131147,ENABLED,17898
七台河,QTLF0BL131110GJGX-20,QTLF0BL131110GJGX-20-2B1,131110,ENABLED,17898
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-2B1,131176,ENABLED,17897
七台河,QTLF0BL131127GJGX-20,QTLF0BL131127GJGX-20-1CT,131127,ENABLED,1015
七台河,QTLF0QZ131151GJGX-20,QTLF0QZ131151GJGX-20-1BT,131151,DISABLED,1014
七台河,QTLF0BL131103GJGX-20,QTLF0BL131103GJGX-20-1C1,131103,ENABLED,17898
七台河,QTLF0BL131127GJGX-20,QTLF0BL131127GJGX-20-1C1,131127,ENABLED,17898
七台河,QTLF0BL131131GJGX-20,QTLF0BL131131GJGX-20-2B1,131131,ENABLED,17898
七台河,QTLF0XX131176GJGX-20,QTLF0XX131176GJGX-20-1BT,131176,ENABLED,1013
七台河,QTLF0BL131092GJGX-20,QTLF0BL131092GJGX-20-1A1,131092,ENABLED,17898
七台河,QTLF0BL131158GJGX-20,QTLF0BL131158GJGX-20-2CT,131158,DISABLED,17898
